"","X","is.HVG"
"TBC1D2","TBC1D2",FALSE
"GABBR2","GABBR2",FALSE
"ANKS6","ANKS6",FALSE
"AL807776.1","AL807776.1",FALSE
"GALNT12","GALNT12",FALSE
"AL136084.2","AL136084.2",FALSE
"COL15A1","COL15A1",TRUE
"AL136084.3","AL136084.3",FALSE
"TGFBR1","TGFBR1",FALSE
"AL162427.1","AL162427.1",FALSE
"ALG2","ALG2",FALSE
"SEC61B","SEC61B",FALSE
"NAMA","NAMA",FALSE
"AL137067.3","AL137067.3",FALSE
"AL359710.1","AL359710.1",FALSE
"STX17-AS1","STX17-AS1",FALSE
"AL162394.1","AL162394.1",FALSE
"NR4A3","NR4A3",FALSE
"STX17","STX17",FALSE
"AL358937.1","AL358937.1",FALSE
"ERP44","ERP44",FALSE
"INVS","INVS",FALSE
"TEX10","TEX10",FALSE
"MSANTD3","MSANTD3",FALSE
"TMEFF1","TMEFF1",FALSE
"CAVIN4","CAVIN4",FALSE
"PLPPR1","PLPPR1",FALSE
"BAAT","BAAT",FALSE
"MRPL50","MRPL50",FALSE
"ZNF189","ZNF189",FALSE
"ALDOB","ALDOB",FALSE
"TMEM246-AS1","TMEM246-AS1",FALSE
"TMEM246","TMEM246",FALSE
"RNF20","RNF20",FALSE
"GRIN3A","GRIN3A",FALSE
"PPP3R2","PPP3R2",FALSE
"LINC00587","LINC00587",FALSE
"CYLC2","CYLC2",FALSE
"LINC01492","LINC01492",FALSE
"AL390962.1","AL390962.1",FALSE
"AL590381.1","AL590381.1",FALSE
"SMC2-AS1","SMC2-AS1",FALSE
"SMC2","SMC2",FALSE
"OR13F1","OR13F1",FALSE
"AL450426.1","AL450426.1",FALSE
"OR13C4","OR13C4",FALSE
"OR13C3","OR13C3",FALSE
"OR13C8","OR13C8",FALSE
"OR13C5","OR13C5",FALSE
"OR13C2","OR13C2",FALSE
"OR13C9","OR13C9",FALSE
"OR13D1","OR13D1",FALSE
"NIPSNAP3A","NIPSNAP3A",FALSE
"NIPSNAP3B","NIPSNAP3B",FALSE
"ABCA1","ABCA1",TRUE
"AL359182.1","AL359182.1",FALSE
"CT70","CT70",FALSE
"AL591506.1","AL591506.1",FALSE
"SLC44A1","SLC44A1",FALSE
"FSD1L","FSD1L",FALSE
"AL158070.1","AL158070.1",FALSE
"FKTN","FKTN",TRUE
"TAL2","TAL2",FALSE
"TMEM38B","TMEM38B",FALSE
"LINC01505","LINC01505",FALSE
"AL732323.1","AL732323.1",FALSE
"AL451140.1","AL451140.1",FALSE
"AL512649.2","AL512649.2",FALSE
"LINC01505.1","LINC01505.1",FALSE
"ZNF462","ZNF462",FALSE
"AL807761.4","AL807761.4",FALSE
"AL807761.3","AL807761.3",FALSE
"RAD23B","RAD23B",FALSE
"LINC01509","LINC01509",FALSE
"AL359552.1","AL359552.1",FALSE
"KLF4","KLF4",FALSE
"AL353742.1","AL353742.1",FALSE
"AL358779.1","AL358779.1",FALSE
"ACTL7B","ACTL7B",FALSE
"ACTL7A","ACTL7A",FALSE
"ELP1","ELP1",FALSE
"ABITRAM","ABITRAM",FALSE
"CTNNAL1","CTNNAL1",FALSE
"TMEM245","TMEM245",FALSE
"FRRS1L","FRRS1L",FALSE
"EPB41L4B","EPB41L4B",FALSE
"PTPN3","PTPN3",FALSE
"PALM2-AKAP2","PALM2-AKAP2",TRUE
"AL158829.1","AL158829.1",FALSE
"C9orf152","C9orf152",FALSE
"TXN","TXN",TRUE
"TXNDC8","TXNDC8",FALSE
"SVEP1","SVEP1",TRUE
"AL592463.1","AL592463.1",FALSE
"MUSK","MUSK",FALSE
"LPAR1","LPAR1",TRUE
"AL162414.1","AL162414.1",FALSE
"OR2K2","OR2K2",FALSE
"ECPAS","ECPAS",TRUE
"ZNF483","ZNF483",TRUE
"PTGR1","PTGR1",FALSE
"AL135787.1","AL135787.1",FALSE
"DNAJC25","DNAJC25",FALSE
"GNG10","GNG10",FALSE
"SHOC1","SHOC1",FALSE
"UGCG","UGCG",FALSE
"AL138756.1","AL138756.1",FALSE
"SUSD1","SUSD1",FALSE
"PTBP3","PTBP3",FALSE
"HSDL2","HSDL2",FALSE
"C9orf147","C9orf147",FALSE
"KIAA1958","KIAA1958",FALSE
"INIP","INIP",FALSE
"AL390067.1","AL390067.1",FALSE
"SNX30","SNX30",FALSE
"SLC46A2","SLC46A2",FALSE
"AL139041.1","AL139041.1",FALSE
"ZNF883","ZNF883",FALSE
"ZFP37","ZFP37",FALSE
"FAM225B","FAM225B",FALSE
"FAM225A","FAM225A",FALSE
"SLC31A2","SLC31A2",FALSE
"FKBP15","FKBP15",FALSE
"SLC31A1","SLC31A1",FALSE
"CDC26","CDC26",FALSE
"PRPF4","PRPF4",FALSE
"RNF183","RNF183",FALSE
"WDR31","WDR31",FALSE
"BSPRY","BSPRY",FALSE
"HDHD3","HDHD3",FALSE
"ALAD","ALAD",FALSE
"POLE3","POLE3",FALSE
"C9orf43","C9orf43",FALSE
"RGS3","RGS3",FALSE
"AL162727.2","AL162727.2",FALSE
"AL162727.1","AL162727.1",FALSE
"AL157702.2","AL157702.2",FALSE
"ZNF618","ZNF618",FALSE
"AMBP","AMBP",FALSE
"KIF12","KIF12",FALSE
"COL27A1","COL27A1",TRUE
"ORM1","ORM1",FALSE
"ORM2","ORM2",FALSE
"AKNA","AKNA",FALSE
"AL138895.1","AL138895.1",FALSE
"WHRN","WHRN",FALSE
"ATP6V1G1","ATP6V1G1",FALSE
"TMEM268","TMEM268",FALSE
"TEX53","TEX53",FALSE
"TEX48","TEX48",FALSE
"TNFSF15","TNFSF15",FALSE
"DEC1","DEC1",FALSE
"TNFSF8","TNFSF8",FALSE
"TNC","TNC",TRUE
"AL162425.1","AL162425.1",FALSE
"AL355601.1","AL355601.1",FALSE
"AL691420.1","AL691420.1",FALSE
"LINC00474","LINC00474",FALSE
"AL691426.1","AL691426.1",FALSE
"PAPPA","PAPPA",FALSE
"PAPPA-AS2","PAPPA-AS2",FALSE
"AL137024.1","AL137024.1",FALSE
"PAPPA-AS1","PAPPA-AS1",FALSE
"ASTN2","ASTN2",FALSE
"ASTN2-AS1","ASTN2-AS1",FALSE
"AL133284.1","AL133284.1",FALSE
"TRIM32","TRIM32",FALSE
"AL157829.1","AL157829.1",FALSE
"AL445644.1","AL445644.1",FALSE
"AL161630.1","AL161630.1",FALSE
"TLR4","TLR4",TRUE
"AL160272.1","AL160272.1",FALSE
"AL354754.1","AL354754.1",FALSE
"AL355592.1","AL355592.1",FALSE
"LINC02578","LINC02578",FALSE
"BRINP1","BRINP1",FALSE
"AC006288.1","AC006288.1",FALSE
"LINC01613","LINC01613",FALSE
"AL441989.1","AL441989.1",FALSE
"CDK5RAP2","CDK5RAP2",FALSE
"MEGF9","MEGF9",FALSE
"FBXW2","FBXW2",FALSE
"B3GNT10","B3GNT10",FALSE
"PSMD5","PSMD5",FALSE
"PHF19","PHF19",FALSE
"TRAF1","TRAF1",FALSE
"C5","C5",TRUE
"CNTRL","CNTRL",FALSE
"RAB14","RAB14",FALSE
"GSN","GSN",TRUE
"AL513122.2","AL513122.2",FALSE
"GSN-AS1","GSN-AS1",FALSE
"STOM","STOM",FALSE
"AL359644.1","AL359644.1",FALSE
"DAB2IP","DAB2IP",FALSE
"AL357936.1","AL357936.1",FALSE
"AL596244.1","AL596244.1",FALSE
"TTLL11","TTLL11",FALSE
"TTLL11-IT1","TTLL11-IT1",FALSE
"NDUFA8","NDUFA8",FALSE
"MORN5","MORN5",FALSE
"LHX6","LHX6",FALSE
"RBM18","RBM18",FALSE
"MRRF","MRRF",FALSE
"PTGS1","PTGS1",FALSE
"AL162424.1","AL162424.1",FALSE
"AL359636.1","AL359636.1",FALSE
"AL359636.2","AL359636.2",FALSE
"OR1J1","OR1J1",FALSE
"OR1J2","OR1J2",FALSE
"OR1J4","OR1J4",FALSE
"OR1N1","OR1N1",FALSE
"OR1N2","OR1N2",FALSE
"OR1L8","OR1L8",FALSE
"OR1Q1","OR1Q1",FALSE
"OR1B1","OR1B1",FALSE
"OR1L1","OR1L1",FALSE
"OR1L3","OR1L3",FALSE
"OR1L4","OR1L4",FALSE
"OR1L6","OR1L6",FALSE
"OR5C1","OR5C1",FALSE
"PDCL","PDCL",FALSE
"OR1K1","OR1K1",FALSE
"RC3H2","RC3H2",FALSE
"ZBTB6","ZBTB6",FALSE
"ZBTB26","ZBTB26",FALSE
"AC007066.2","AC007066.2",FALSE
"AC007066.3","AC007066.3",FALSE
"RABGAP1","RABGAP1",FALSE
"GPR21","GPR21",FALSE
"MIR600HG","MIR600HG",FALSE
"STRBP","STRBP",FALSE
"CRB2","CRB2",FALSE
"DENND1A","DENND1A",FALSE
"AL445489.1","AL445489.1",FALSE
"AL390774.2","AL390774.2",FALSE
"LHX2","LHX2",FALSE
"AC006450.3","AC006450.3",FALSE
"AC006450.1","AC006450.1",FALSE
"AC006450.2","AC006450.2",FALSE
"NEK6","NEK6",FALSE
"AL162724.2","AL162724.2",FALSE
"AL162724.1","AL162724.1",FALSE
"PSMB7","PSMB7",FALSE
"ADGRD2","ADGRD2",FALSE
"NR5A1","NR5A1",FALSE
"AL354979.1","AL354979.1",FALSE
"NR6A1","NR6A1",FALSE
"MIR181A2HG","MIR181A2HG",FALSE
"AL354928.1","AL354928.1",FALSE
"OLFML2A","OLFML2A",FALSE
"WDR38","WDR38",FALSE
"RPL35","RPL35",FALSE
"ARPC5L","ARPC5L",FALSE
"GOLGA1","GOLGA1",FALSE
"SCAI","SCAI",FALSE
"PPP6C","PPP6C",FALSE
"RABEPK","RABEPK",FALSE
"HSPA5","HSPA5",FALSE
"AL354710.2","AL354710.2",FALSE
"GAPVD1","GAPVD1",FALSE
"AL359632.1","AL359632.1",FALSE
"MAPKAP1","MAPKAP1",FALSE
"AL162584.1","AL162584.1",FALSE
"AL358074.1","AL358074.1",FALSE
"PBX3","PBX3",TRUE
"AL589923.1","AL589923.1",FALSE
"AL162391.1","AL162391.1",FALSE
"MVB12B","MVB12B",FALSE
"AL356309.2","AL356309.2",FALSE
"AL356309.1","AL356309.1",FALSE
"AL161908.1","AL161908.1",FALSE
"LMX1B","LMX1B",FALSE
"AL161908.2","AL161908.2",FALSE
"AL161731.1","AL161731.1",FALSE
"ZBTB43","ZBTB43",FALSE
"ZBTB34","ZBTB34",TRUE
"RALGPS1","RALGPS1",FALSE
"ANGPTL2","ANGPTL2",TRUE
"AL450263.1","AL450263.1",FALSE
"GARNL3","GARNL3",FALSE
"AL445222.1","AL445222.1",FALSE
"SLC2A8","SLC2A8",FALSE
"ZNF79","ZNF79",FALSE
"RPL12","RPL12",FALSE
"LRSAM1","LRSAM1",FALSE
"NIBAN2","NIBAN2",FALSE
"STXBP1","STXBP1",FALSE
"AL162426.1","AL162426.1",FALSE
"PTRH1","PTRH1",FALSE
"CFAP157","CFAP157",FALSE
"TTC16","TTC16",FALSE
"TOR2A","TOR2A",FALSE
"SH2D3C","SH2D3C",FALSE
"AL162586.2","AL162586.2",FALSE
"CDK9","CDK9",FALSE
"FPGS","FPGS",FALSE
"ENG","ENG",TRUE
"AL162586.1","AL162586.1",FALSE
"AK1","AK1",FALSE
"ST6GALNAC6","ST6GALNAC6",FALSE
"ST6GALNAC4","ST6GALNAC4",FALSE
"PIP5KL1","PIP5KL1",FALSE
"AL157935.1","AL157935.1",FALSE
"DPM2","DPM2",FALSE
"FAM102A","FAM102A",FALSE
"AL360268.2","AL360268.2",FALSE
"NAIF1","NAIF1",FALSE
"SLC25A25","SLC25A25",FALSE
"AL360268.1","AL360268.1",FALSE
"SLC25A25-AS1","SLC25A25-AS1",FALSE
"PTGES2","PTGES2",FALSE
"AL590708.1","AL590708.1",FALSE
"LCN2","LCN2",TRUE
"C9orf16","C9orf16",FALSE
"CIZ1","CIZ1",FALSE
"DNM1","DNM1",TRUE
"GOLGA2","GOLGA2",FALSE
"SWI5","SWI5",FALSE
"TRUB2","TRUB2",FALSE
"AL359091.4","AL359091.4",FALSE
"COQ4","COQ4",FALSE
"SLC27A4","SLC27A4",FALSE
"URM1","URM1",FALSE
"AL359091.3","AL359091.3",FALSE
"AL359091.1","AL359091.1",FALSE
"CERCAM","CERCAM",TRUE
"AL359091.5","AL359091.5",FALSE
"ODF2","ODF2",FALSE
"ODF2-AS1","ODF2-AS1",FALSE
"GLE1","GLE1",FALSE
"AL356481.1","AL356481.1",FALSE
"SPTAN1","SPTAN1",FALSE
"AL356481.2","AL356481.2",FALSE
"AL356481.3","AL356481.3",FALSE
"WDR34","WDR34",FALSE
"HMGA1P4","HMGA1P4",FALSE
"SET","SET",FALSE
"PKN3","PKN3",FALSE
"ZDHHC12","ZDHHC12",FALSE
"AL441992.1","AL441992.1",FALSE
"ZER1","ZER1",FALSE
"TBC1D13","TBC1D13",FALSE
"ENDOG","ENDOG",FALSE
"SPOUT1","SPOUT1",FALSE
"KYAT1","KYAT1",FALSE
"LRRC8A","LRRC8A",FALSE
"PHYHD1","PHYHD1",FALSE
"DOLK","DOLK",FALSE
"NUP188","NUP188",FALSE
"AL592211.1","AL592211.1",FALSE
"SH3GLB2","SH3GLB2",FALSE
"MIGA2","MIGA2",FALSE
"AL592211.2","AL592211.2",FALSE
"DOLPP1","DOLPP1",FALSE
"CRAT","CRAT",FALSE
"AL158151.2","AL158151.2",FALSE
"PTPA","PTPA",FALSE
"AL158151.4","AL158151.4",FALSE
"IER5L","IER5L",FALSE
"AL158151.3","AL158151.3",FALSE
"AL158151.1","AL158151.1",FALSE
"AL161785.2","AL161785.2",FALSE
"AL161785.3","AL161785.3",FALSE
"AL161785.1","AL161785.1",FALSE
"C9orf106","C9orf106",FALSE
"AL353803.5","AL353803.5",FALSE
"LINC01503","LINC01503",FALSE
"AL353803.2","AL353803.2",FALSE
"AL353803.1","AL353803.1",FALSE
"LINC00963","LINC00963",FALSE
"AL353803.4","AL353803.4",FALSE
"AL391056.2","AL391056.2",FALSE
"AL391056.1","AL391056.1",FALSE
"NTMT1","NTMT1",FALSE
"C9orf50","C9orf50",FALSE
"ASB6","ASB6",FALSE
"AL590369.1","AL590369.1",FALSE
"PRRX2","PRRX2",FALSE
"PRRX2-AS1","PRRX2-AS1",FALSE
"PTGES","PTGES",FALSE
"TOR1B","TOR1B",FALSE
"TOR1A","TOR1A",FALSE
"C9orf78","C9orf78",FALSE
"USP20","USP20",FALSE
"FNBP1","FNBP1",TRUE
"AL158207.2","AL158207.2",FALSE
"AL136141.1","AL136141.1",FALSE
"GPR107","GPR107",FALSE
"GPRACR","GPRACR",FALSE
"NCS1","NCS1",FALSE
"HMCN2","HMCN2",FALSE
"ASS1","ASS1",FALSE
"FUBP3","FUBP3",FALSE
"PRDM12","PRDM12",FALSE
"EXOSC2","EXOSC2",FALSE
"ABL1","ABL1",TRUE
"QRFP","QRFP",FALSE
"FIBCD1","FIBCD1",FALSE
"AL161733.1","AL161733.1",FALSE
"LAMC3","LAMC3",FALSE
"AIF1L","AIF1L",FALSE
"NUP214","NUP214",FALSE
"AL157938.2","AL157938.2",FALSE
"AL157938.3","AL157938.3",FALSE
"FAM78A","FAM78A",FALSE
"AL157938.4","AL157938.4",FALSE
"PLPP7","PLPP7",FALSE
"PRRC2B","PRRC2B",FALSE
"AL358781.1","AL358781.1",FALSE
"POMT1","POMT1",FALSE
"AL358781.2","AL358781.2",FALSE
"UCK1","UCK1",FALSE
"PRRT1B","PRRT1B",FALSE
"RAPGEF1","RAPGEF1",FALSE
"AL160271.2","AL160271.2",FALSE
"MED27","MED27",FALSE
"NTNG2","NTNG2",FALSE
"SETX","SETX",FALSE
"TTF1","TTF1",FALSE
"CFAP77","CFAP77",FALSE
"BARHL1","BARHL1",FALSE
"DDX31","DDX31",TRUE
"GTF3C4","GTF3C4",FALSE
"AK8","AK8",FALSE
"AL445645.1","AL445645.1",FALSE
"SPACA9","SPACA9",FALSE
"TSC1","TSC1",TRUE
"GFI1B","GFI1B",FALSE
"GTF3C5","GTF3C5",FALSE
"CEL","CEL",FALSE
"RALGDS","RALGDS",FALSE
"GBGT1","GBGT1",FALSE
"OBP2B","OBP2B",FALSE
"ABO","ABO",FALSE
"SURF6","SURF6",FALSE
"MED22","MED22",FALSE
"RPL7A","RPL7A",FALSE
"SURF1","SURF1",FALSE
"SURF2","SURF2",FALSE
"SURF4","SURF4",FALSE
"STKLD1","STKLD1",FALSE
"REXO4","REXO4",FALSE
"ADAMTS13","ADAMTS13",FALSE
"CACFD1","CACFD1",FALSE
"SLC2A6","SLC2A6",FALSE
"MYMK","MYMK",FALSE
"ADAMTSL2","ADAMTSL2",FALSE
"FAM163B","FAM163B",FALSE
"AC002101.1","AC002101.1",FALSE
"DBH","DBH",FALSE
"DBH-AS1","DBH-AS1",FALSE
"SARDH","SARDH",FALSE
"VAV2","VAV2",FALSE
"BRD3OS","BRD3OS",FALSE
"BRD3","BRD3",FALSE
"AL445931.1","AL445931.1",FALSE
"BX649632.1","BX649632.1",FALSE
"WDR5","WDR5",FALSE
"BX649601.1","BX649601.1",FALSE
"LINC02247","LINC02247",FALSE
"RXRA","RXRA",FALSE
"AL669970.1","AL669970.1",FALSE
"AL669970.3","AL669970.3",FALSE
"AL669970.2","AL669970.2",FALSE
"COL5A1","COL5A1",TRUE
"COL5A1-AS1","COL5A1-AS1",FALSE
"AL645768.1","AL645768.1",FALSE
"FCN2","FCN2",FALSE
"FCN1","FCN1",FALSE
"AL353611.1","AL353611.1",FALSE
"OLFM1","OLFM1",TRUE
"AL390778.1","AL390778.1",FALSE
"AL390778.2","AL390778.2",FALSE
"C9orf62","C9orf62",FALSE
"AL353615.1","AL353615.1",FALSE
"PPP1R26-AS1","PPP1R26-AS1",FALSE
"PPP1R26","PPP1R26",FALSE
"C9orf116","C9orf116",TRUE
"MRPS2","MRPS2",FALSE
"AL161452.1","AL161452.1",FALSE
"LCN1","LCN1",FALSE
"OBP2A","OBP2A",FALSE
"PAEP","PAEP",FALSE
"LINC01502","LINC01502",FALSE
"AL354761.1","AL354761.1",FALSE
"GLT6D1","GLT6D1",FALSE
"LCN9","LCN9",FALSE
"SOHLH1","SOHLH1",FALSE
"KCNT1","KCNT1",FALSE
"CAMSAP1","CAMSAP1",FALSE
"AL355574.1","AL355574.1",FALSE
"UBAC1","UBAC1",FALSE
"NACC2","NACC2",FALSE
"LINC02846","LINC02846",FALSE
"TMEM250","TMEM250",FALSE
"AL138781.1","AL138781.1",FALSE
"LHX3","LHX3",FALSE
"QSOX2","QSOX2",FALSE
"CCDC187","CCDC187",FALSE
"CR392000.2","CR392000.2",FALSE
"AC174065.1","AC174065.1",FALSE
"GPSM1","GPSM1",TRUE
"DNLZ","DNLZ",FALSE
"CARD9","CARD9",FALSE
"SNAPC4","SNAPC4",FALSE
"ENTR1","ENTR1",FALSE
"PMPCA","PMPCA",FALSE
"INPP5E","INPP5E",FALSE
"SEC16A","SEC16A",FALSE
"C9orf163","C9orf163",FALSE
"NOTCH1","NOTCH1",FALSE
"AL592301.1","AL592301.1",FALSE
"NALT1","NALT1",FALSE
"AL590226.2","AL590226.2",FALSE
"AL590226.1","AL590226.1",FALSE
"EGFL7","EGFL7",TRUE
"AGPAT2","AGPAT2",FALSE
"DIPK1B","DIPK1B",FALSE
"SNHG7","SNHG7",FALSE
"LCN10","LCN10",TRUE
"LCN6","LCN6",FALSE
"LCN8","LCN8",FALSE
"LCN15","LCN15",FALSE
"TMEM141","TMEM141",FALSE
"CCDC183","CCDC183",FALSE
"CCDC183-AS1","CCDC183-AS1",FALSE
"RABL6","RABL6",FALSE
"AJM1","AJM1",FALSE
"PHPT1","PHPT1",FALSE
"MAMDC4","MAMDC4",FALSE
"EDF1","EDF1",FALSE
"TRAF2","TRAF2",FALSE
"AL807752.5","AL807752.5",FALSE
"FBXW5","FBXW5",FALSE
"C8G","C8G",FALSE
"LCN12","LCN12",FALSE
"LINC02692","LINC02692",FALSE
"PTGDS","PTGDS",TRUE
"LCNL1","LCNL1",FALSE
"PAXX","PAXX",FALSE
"CLIC3","CLIC3",TRUE
"ABCA2","ABCA2",FALSE
"C9orf139","C9orf139",FALSE
"FUT7","FUT7",FALSE
"NPDC1","NPDC1",FALSE
"ENTPD2","ENTPD2",FALSE
"AL807752.4","AL807752.4",FALSE
"AL807752.2","AL807752.2",FALSE
"SAPCD2","SAPCD2",FALSE
"AL807752.3","AL807752.3",FALSE
"UAP1L1","UAP1L1",FALSE
"MAN1B1-DT","MAN1B1-DT",FALSE
"MAN1B1","MAN1B1",FALSE
"DPP7","DPP7",FALSE
"GRIN1","GRIN1",FALSE
"LRRC26","LRRC26",TRUE
"TMEM210","TMEM210",FALSE
"ANAPC2","ANAPC2",FALSE
"SSNA1","SSNA1",FALSE
"TPRN","TPRN",FALSE
"TMEM203","TMEM203",FALSE
"NDOR1","NDOR1",FALSE
"BX255925.3","BX255925.3",FALSE
"RNF208","RNF208",FALSE
"CYSRT1","CYSRT1",FALSE
"RNF224","RNF224",FALSE
"SLC34A3","SLC34A3",FALSE
"TUBB4B","TUBB4B",TRUE
"FAM166A","FAM166A",FALSE
"STPG3-AS1","STPG3-AS1",FALSE
"STPG3","STPG3",FALSE
"NELFB","NELFB",FALSE
"TOR4A","TOR4A",FALSE
"BX255925.1","BX255925.1",FALSE
"BX255925.4","BX255925.4",FALSE
"NRARP","NRARP",FALSE
"EXD3","EXD3",FALSE
"NOXA1","NOXA1",FALSE
"ENTPD8","ENTPD8",FALSE
"NSMF","NSMF",FALSE
"PNPLA7","PNPLA7",FALSE
"MRPL41","MRPL41",FALSE
"DPH7","DPH7",FALSE
"ZMYND19","ZMYND19",FALSE
"ARRDC1","ARRDC1",FALSE
"ARRDC1-AS1","ARRDC1-AS1",FALSE
"EHMT1","EHMT1",FALSE
"AL772363.1","AL772363.1",FALSE
"CACNA1B","CACNA1B",FALSE
"AL954642.1","AL954642.1",FALSE
"AC215217.1","AC215217.1",FALSE
"TUBB8","TUBB8",FALSE
"ZMYND11","ZMYND11",FALSE
"DIP2C","DIP2C",TRUE
"AL669841.1","AL669841.1",FALSE
"AL358216.1","AL358216.1",FALSE
"PRR26","PRR26",FALSE
"AL157709.1","AL157709.1",FALSE
"LARP4B","LARP4B",FALSE
"AL359878.2","AL359878.2",FALSE
"AL359878.1","AL359878.1",FALSE
"GTPBP4","GTPBP4",FALSE
"IDI2","IDI2",FALSE
"IDI2-AS1","IDI2-AS1",FALSE
"IDI1","IDI1",FALSE
"WDR37","WDR37",TRUE
"LINC00200","LINC00200",FALSE
"ADARB2","ADARB2",FALSE
"AL392083.2","AL392083.2",FALSE
"AL392083.1","AL392083.1",FALSE
"AL513304.1","AL513304.1",FALSE
"ADARB2-AS1","ADARB2-AS1",FALSE
"AL355597.1","AL355597.1",FALSE
"LINC00700","LINC00700",FALSE
"AL441943.1","AL441943.1",FALSE
"AL441943.2","AL441943.2",FALSE
"LINC02662","LINC02662",FALSE
"LINC00701","LINC00701",FALSE
"LINC02645","LINC02645",FALSE
"AL713851.2","AL713851.2",FALSE
"AL713851.1","AL713851.1",FALSE
"AL355361.1","AL355361.1",FALSE
"AL731533.1","AL731533.1",FALSE
"AL731533.3","AL731533.3",FALSE
"AL731533.2","AL731533.2",FALSE
"PFKP","PFKP",FALSE
"PITRM1","PITRM1",FALSE
"PITRM1-AS1","PITRM1-AS1",FALSE
"LINC02668","LINC02668",FALSE
"AL451164.1","AL451164.1",FALSE
"AL139280.1","AL139280.1",FALSE
"AL139280.2","AL139280.2",FALSE
"AL356433.1","AL356433.1",FALSE
"LINC02669","LINC02669",FALSE
"AL357833.1","AL357833.1",FALSE
"AL450322.2","AL450322.2",FALSE
"AL450322.1","AL450322.1",FALSE
"KLF6","KLF6",TRUE
"AL513303.1","AL513303.1",FALSE
"LINC02639","LINC02639",FALSE
"LINC02660","LINC02660",FALSE
"AC025822.1","AC025822.1",FALSE
"AC025822.2","AC025822.2",FALSE
"LINC00702","LINC00702",FALSE
"LINC00703","LINC00703",FALSE
"AC022535.1","AC022535.1",FALSE
"AC022535.3","AC022535.3",FALSE
"AC022535.2","AC022535.2",FALSE
"MANCR","MANCR",FALSE
"LINC00705","LINC00705",FALSE
"AC018978.1","AC018978.1",FALSE
"AKR1E2","AKR1E2",FALSE
"AKR1C1","AKR1C1",TRUE
"AKR1C2","AKR1C2",FALSE
"AL391427.1","AL391427.1",FALSE
"AKR1C3","AKR1C3",FALSE
"AKR1C8P","AKR1C8P",FALSE
"AKR1C4","AKR1C4",FALSE
"AL355303.2","AL355303.2",FALSE
"AL355303.1","AL355303.1",FALSE
"LINC02561","LINC02561",FALSE
"UCN3","UCN3",FALSE
"TUBAL3","TUBAL3",FALSE
"NET1","NET1",TRUE
"CALML5","CALML5",FALSE
"CALML3-AS1","CALML3-AS1",FALSE
"CALML3","CALML3",FALSE
"AL732437.1","AL732437.1",FALSE
"AL732437.3","AL732437.3",FALSE
"AL732437.2","AL732437.2",FALSE
"LINC02657","LINC02657",FALSE
"LINC02678","LINC02678",FALSE
"LINC02677","LINC02677",FALSE
"ASB13","ASB13",TRUE
"TASOR2","TASOR2",FALSE
"AL365356.1","AL365356.1",FALSE
"GDI2","GDI2",FALSE
"AL596094.1","AL596094.1",FALSE
"ANKRD16","ANKRD16",FALSE
"FBH1","FBH1",FALSE
"AL137186.2","AL137186.2",FALSE
"IL15RA","IL15RA",FALSE
"IL2RA","IL2RA",FALSE
"AL137186.1","AL137186.1",FALSE
"RBM17","RBM17",FALSE
"PFKFB3","PFKFB3",FALSE
"AL157395.1","AL157395.1",FALSE
"LINC02649","LINC02649",FALSE
"LINC02656","LINC02656",FALSE
"PRKCQ","PRKCQ",FALSE
"PRKCQ-AS1","PRKCQ-AS1",FALSE
"LINC02648","LINC02648",FALSE
"LINP1","LINP1",FALSE
"LINC00706","LINC00706",FALSE
"LINC00707","LINC00707",FALSE
"AL392086.3","AL392086.3",FALSE
"LINC02665","LINC02665",FALSE
"SFMBT2","SFMBT2",FALSE
"LINC02642","LINC02642",FALSE
"AL445070.1","AL445070.1",FALSE
"ITIH5","ITIH5",TRUE
"ITIH2","ITIH2",FALSE
"KIN","KIN",FALSE
"ATP5F1C","ATP5F1C",FALSE
"TAF3","TAF3",FALSE
"GATA3","GATA3",FALSE
"GATA3-AS1","GATA3-AS1",FALSE
"AL390294.1","AL390294.1",FALSE
"LINC00708","LINC00708",FALSE
"AL390835.1","AL390835.1",FALSE
"AC025946.1","AC025946.1",FALSE
"LINC02676","LINC02676",FALSE
"AC044784.1","AC044784.1",FALSE
"LINC00709","LINC00709",FALSE
"AL138773.1","AL138773.1",FALSE
"LINC02663","LINC02663",FALSE
"LINC02670","LINC02670",FALSE
"AL354916.1","AL354916.1",FALSE
"AL583859.1","AL583859.1",FALSE
"CELF2-DT","CELF2-DT",FALSE
"AL583859.3","AL583859.3",FALSE
"SFTA1P","SFTA1P",FALSE
"CELF2","CELF2",TRUE
"LINC00710","LINC00710",FALSE
"AL136369.2","AL136369.2",FALSE
"AL136369.1","AL136369.1",FALSE
"AL162408.1","AL162408.1",FALSE
"CELF2-AS2","CELF2-AS2",FALSE
"AL136320.1","AL136320.1",FALSE
"CELF2-AS1","CELF2-AS1",FALSE
"USP6NL","USP6NL",FALSE
"AL512631.2","AL512631.2",FALSE
"AL512631.1","AL512631.1",FALSE
"ECHDC3","ECHDC3",FALSE
"PROSER2","PROSER2",FALSE
"PROSER2-AS1","PROSER2-AS1",FALSE
"UPF2","UPF2",FALSE
"DHTKD1","DHTKD1",FALSE
"SEC61A2","SEC61A2",FALSE
"NUDT5","NUDT5",FALSE
"CDC123","CDC123",FALSE
"AL512770.1","AL512770.1",FALSE
"CAMK1D","CAMK1D",FALSE
"AL731559.1","AL731559.1",FALSE
"AL353586.1","AL353586.1",FALSE
